survival_prob,ci_lower,ci_upper,Group,GraftTime
0.9347956314183946,0.9310702434410951,0.93832640680824,Nationwide,157.0
0.9346828355654334,0.9309545373092778,0.9382165566393407,Nationwide,158.0
0.9341749784343005,0.9304336067062524,0.9377219315860413,Nationwide,159.0
0.9338927503441388,0.9301441378414036,0.9374470321985021,Nationwide,160.0
0.9336669132725349,0.9299125189104723,0.9372270472039586,Nationwide,161.0
0.9335539674171814,0.9297966851793347,0.9371170242663183,Nationwide,162.0
0.9334409942257483,0.9296808256242369,0.9370069724103682,Nationwide,163.0
0.9331584928655919,0.9293911178520124,0.9367317647322679,Nationwide,164.0
0.9328194091109178,0.9290434068723059,0.936401412761063,Nationwide,165.0
0.9327063332385491,0.9289274586123107,0.9362912440109625,Nationwide,166.0
0.9327063332385491,0.9289274586123107,0.9362912440109625,Nationwide,167.0
0.9323668174950912,0.9285793275902078,0.9359604469980456,Nationwide,168.0
0.9319705233835816,0.9281730057781642,0.9355743008563401,Nationwide,169.0
0.9316873013197079,0.9278826348676951,0.9352983131934283,Nationwide,170.0
0.9315739504709543,0.9277664262309879,0.935187854201776,Nationwide,171.0
0.9314038724614958,0.9275920642348401,0.9350221111613468,Nationwide,172.0
0.9312904111540947,0.9274757464048567,0.9349115401701008,Nationwide,173.0
0.9310065157720825,0.9271847091957505,0.9346348704889428,Nationwide,174.0
0.9308928813871464,0.9270682190252426,0.9345241252533784,Nationwide,175.0
0.9308928813871464,0.9270682190252426,0.9345241252533784,Nationwide,176.0
0.9305508509347068,0.9267175760259271,0.9341908044356342,Nationwide,177.0
0.9303223547159396,0.9264833264653277,0.933968125068645,Nationwide,178.0
0.9302077618287424,0.9263658420904455,0.9338564545051034,Nationwide,179.0
0.9299778396235076,0.9261301046657778,0.9336324072297917,Nationwide,180.0
0.929688918957537,0.9258338467805659,0.9333508943692685,Nationwide,181.0
0.9293400893963001,0.9254761182567723,0.9330110428308325,Nationwide,182.0
0.929163977952413,0.9252954715289877,0.932839501540092,Nationwide,183.0
0.9287520623193763,0.9248729459042251,0.9324382749360297,Nationwide,184.0
0.9284571267644945,0.9245704160089616,0.9321509885965634,Nationwide,185.0
0.9281617783974097,0.924267470444643,0.9318632915126077,Nationwide,186.0
0.9280435412281872,0.924146194614144,0.9317481144709581,Nationwide,187.0
0.9278067803273058,0.923903349981532,0.9315174796112433,Nationwide,188.0
0.9275698380351963,0.923660326882449,0.9312866601810725,Nationwide,189.0
0.9275105570332126,0.9235995251597108,0.9312289103256336,Nationwide,190.0
0.9272139624575428,0.9232953286082373,0.9309399695669108,Nationwide,191.0
0.9269765197014713,0.9230518096528224,0.9307086443114503,Nationwide,192.0
0.9269171438034625,0.9229909159048001,0.9306507965877867,Nationwide,193.0
0.9266794727409496,0.9227471721704934,0.9304192391907193,Nationwide,194.0
0.9264416797020114,0.9225033127138424,0.9301875534909393,Nationwide,195.0
0.926144323918309,0.9221983858937701,0.9298978199553858,Nationwide,196.0
0.9258467961863891,0.9218932978465748,0.9296079036927292,Nationwide,197.0
0.9256085749600449,0.9216490318016766,0.9293757679587397,Nationwide,198.0
0.9254297709854876,0.9214656949703351,0.9292015271417539,Nationwide,199.0
0.9250719786905001,0.9210988485167564,0.9288528495591484,Nationwide,200.0
0.9248929786946235,0.9209153265375346,0.9286784017680931,Nationwide,201.0
0.9245348631891904,0.9205481823821722,0.9283293755003337,Nationwide,202.0
0.9242960270065015,0.9203033380021245,0.928096587994557,Nationwide,203.0
0.9239376106578917,0.9199359243152516,0.9277472297713056,Nationwide,204.0
0.923758332937695,0.9197521548151246,0.927572474264402,Nationwide,205.0
0.9233399641274882,0.91932332997492,0.9271646329392457,Nationwide,206.0
0.9231007723745898,0.9190781738517273,0.9269314464228399,Nationwide,207.0
0.922921262274303,0.9188941922854761,0.9267564383014919,Nationwide,208.0
0.9226818533865538,0.918648829012451,0.9265230245517836,Nationwide,209.0
0.922202569260386,0.9181576479056661,0.9260557184726046,Nationwide,210.0
0.9219627870010882,0.9179119281623986,0.9258219142615337,Nationwide,211.0
0.9217226768931397,0.9176658749198051,0.9255877872527585,Nationwide,212.0
0.92160251227846,0.9175427373642956,0.9254706153734501,Nationwide,213.0
0.9214823084813702,0.9174195615845145,0.9253534033190073,Nationwide,214.0
0.9210614579457556,0.9169883260727945,0.9249430071017999,Nationwide,215.0
0.9206405799376857,0.9165570995478654,0.9245325477216679,Nationwide,216.0
0.9203398742348061,0.9162490208276792,0.9242392654188821,Nationwide,217.0
0.9202195683688927,0.9161257698271749,0.9241219248972141,Nationwide,218.0
0.920099231038127,0.9160024886967713,0.9240045515611842,Nationwide,219.0
0.9198584776578598,0.9157558525694959,0.9237697213156338,Nationwide,220.0
0.919436993770735,0.9153240941265507,0.9233585828805918,Nationwide,221.0
0.9191359141342915,0.9150156971594482,0.9230648716636545,Nationwide,222.0
0.9187745475472515,0.9146455707440668,0.9227123265730972,Nationwide,223.0
0.9183528149680481,0.914213644912412,0.9223008595833303,Nationwide,224.0
0.9179912587416824,0.913843376774349,0.9219480777226619,Nationwide,225.0
