Year,Month,DON_OPO,CAS_Period,DCD,Total_Donors,Used_Donors,Utilization_Rate,DCU_Rate
2019,7,OHLP,Pre-CAS,1.0,4,0.0,0.0,0.0
2019,7,OHOV,Pre-CAS,0.0,3,1.0,0.3333333333333333,0.0
2019,7,OHOV,Pre-CAS,1.0,4,0.0,0.0,0.0
2019,7,OKOP,Pre-CAS,0.0,13,7.0,0.5384615384615384,0.0
2019,7,OKOP,Pre-CAS,1.0,8,0.0,0.0,0.0
2019,7,ORUO,Pre-CAS,0.0,5,0.0,0.0,0.0
2019,7,ORUO,Pre-CAS,1.0,7,0.0,0.0,0.0
2019,7,PADV,Pre-CAS,0.0,32,7.0,0.21875,0.0
2019,7,PADV,Pre-CAS,1.0,6,1.0,0.16666666666666666,0.0
2019,7,PATF,Pre-CAS,0.0,14,6.0,0.42857142857142855,1.0
2019,7,PATF,Pre-CAS,1.0,11,1.0,0.09090909090909091,1.0
2019,7,PRLL,Pre-CAS,0.0,8,0.0,0.0,0.0
2019,7,SCOP,Pre-CAS,0.0,14,6.0,0.42857142857142855,0.0
2019,7,SCOP,Pre-CAS,1.0,3,0.0,0.0,0.0
2019,7,TNDS,Pre-CAS,0.0,32,9.0,0.28125,0.0
2019,7,TNMS,Pre-CAS,0.0,4,0.0,0.0,0.0
2019,7,TNMS,Pre-CAS,1.0,1,0.0,0.0,0.0
2019,7,TXGC,Pre-CAS,0.0,26,7.0,0.2692307692307692,0.0
2019,7,TXGC,Pre-CAS,1.0,7,0.0,0.0,0.0
2019,7,TXSA,Pre-CAS,0.0,6,4.0,0.6666666666666666,0.0
2019,7,TXSA,Pre-CAS,1.0,2,0.0,0.0,0.0
2019,7,TXSB,Pre-CAS,0.0,27,10.0,0.37037037037037035,0.0
2019,7,TXSB,Pre-CAS,1.0,3,0.0,0.0,0.0
2019,7,UTOP,Pre-CAS,0.0,3,0.0,0.0,1.0
2019,7,UTOP,Pre-CAS,1.0,1,0.0,0.0,1.0
2019,7,VATB,Pre-CAS,0.0,11,4.0,0.36363636363636365,0.0
2019,7,VATB,Pre-CAS,1.0,5,0.0,0.0,0.0
2019,7,WALC,Pre-CAS,0.0,20,7.0,0.35,0.0
2019,7,WALC,Pre-CAS,1.0,6,0.0,0.0,0.0
2019,7,WIDN,Pre-CAS,0.0,4,0.0,0.0,0.0
2019,7,WIDN,Pre-CAS,1.0,4,0.0,0.0,0.0
2019,7,WIUW,Pre-CAS,0.0,7,1.0,0.14285714285714285,0.0
2019,7,WIUW,Pre-CAS,1.0,8,1.0,0.125,0.0
2019,8,ALOB,Pre-CAS,0.0,10,3.0,0.3,1.0
2019,8,AROR,Pre-CAS,0.0,4,2.0,0.5,0.0
2019,8,AROR,Pre-CAS,1.0,1,1.0,1.0,0.0
2019,8,AZOB,Pre-CAS,0.0,19,2.0,0.10526315789473684,0.0
2019,8,AZOB,Pre-CAS,1.0,9,1.0,0.1111111111111111,0.0
2019,8,CADN,Pre-CAS,0.0,19,1.0,0.05263157894736842,1.0
2019,8,CADN,Pre-CAS,1.0,8,0.0,0.0,1.0
2019,8,CAGS,Pre-CAS,0.0,9,3.0,0.3333333333333333,0.0
2019,8,CAGS,Pre-CAS,1.0,1,0.0,0.0,0.0
2019,8,CAOP,Pre-CAS,0.0,38,10.0,0.2631578947368421,1.0
2019,8,CAOP,Pre-CAS,1.0,5,0.0,0.0,1.0
2019,8,CASD,Pre-CAS,0.0,6,0.0,0.0,0.0
2019,8,CASD,Pre-CAS,1.0,5,0.0,0.0,0.0
2019,8,CORS,Pre-CAS,0.0,13,3.0,0.23076923076923078,1.0
2019,8,CORS,Pre-CAS,1.0,5,1.0,0.2,1.0
2019,8,DCTC,Pre-CAS,0.0,10,6.0,0.6,0.0
2019,8,DCTC,Pre-CAS,1.0,2,0.0,0.0,0.0
2019,8,FLFH,Pre-CAS,0.0,12,5.0,0.4166666666666667,0.0
2019,8,FLFH,Pre-CAS,1.0,6,0.0,0.0,0.0
2019,8,FLMP,Pre-CAS,0.0,13,4.0,0.3076923076923077,0.0
2019,8,FLMP,Pre-CAS,1.0,1,0.0,0.0,0.0
2019,8,FLUF,Pre-CAS,0.0,8,3.0,0.375,0.0
2019,8,FLUF,Pre-CAS,1.0,3,0.0,0.0,0.0
2019,8,FLWC,Pre-CAS,0.0,16,3.0,0.1875,0.0
2019,8,FLWC,Pre-CAS,1.0,6,1.0,0.16666666666666666,0.0
2019,8,GALL,Pre-CAS,0.0,26,0.0,0.0,0.0
2019,8,GALL,Pre-CAS,1.0,5,0.0,0.0,0.0
2019,8,HIOP,Pre-CAS,0.0,2,0.0,0.0,0.0
2019,8,HIOP,Pre-CAS,1.0,1,0.0,0.0,0.0
2019,8,IAOP,Pre-CAS,0.0,13,2.0,0.15384615384615385,0.0
2019,8,IAOP,Pre-CAS,1.0,1,0.0,0.0,0.0
2019,8,ILIP,Pre-CAS,0.0,30,7.0,0.23333333333333334,0.0
2019,8,ILIP,Pre-CAS,1.0,12,0.0,0.0,0.0
2019,8,INOP,Pre-CAS,0.0,9,4.0,0.4444444444444444,0.0
2019,8,INOP,Pre-CAS,1.0,4,0.0,0.0,0.0
2019,8,KYDA,Pre-CAS,0.0,12,6.0,0.5,0.0
2019,8,KYDA,Pre-CAS,1.0,3,0.0,0.0,0.0
2019,8,LAOP,Pre-CAS,0.0,21,7.0,0.3333333333333333,1.0
2019,8,LAOP,Pre-CAS,1.0,1,0.0,0.0,1.0
2019,8,MAOB,Pre-CAS,0.0,33,10.0,0.30303030303030304,0.0
2019,8,MAOB,Pre-CAS,1.0,11,0.0,0.0,0.0
2019,8,MDPC,Pre-CAS,0.0,12,5.0,0.4166666666666667,0.0
2019,8,MDPC,Pre-CAS,1.0,3,1.0,0.3333333333333333,0.0
2019,8,MIOP,Pre-CAS,0.0,16,9.0,0.5625,1.0
2019,8,MIOP,Pre-CAS,1.0,10,0.0,0.0,1.0
2019,8,MNOP,Pre-CAS,0.0,10,2.0,0.2,0.0
2019,8,MNOP,Pre-CAS,1.0,7,1.0,0.14285714285714285,0.0
2019,8,MOMA,Pre-CAS,0.0,19,9.0,0.47368421052631576,1.0
2019,8,MOMA,Pre-CAS,1.0,6,0.0,0.0,1.0
2019,8,MSOP,Pre-CAS,0.0,5,1.0,0.2,1.0
2019,8,MWOB,Pre-CAS,0.0,15,4.0,0.26666666666666666,0.0
2019,8,MWOB,Pre-CAS,1.0,4,0.0,0.0,0.0
2019,8,NCCM,Pre-CAS,0.0,4,0.0,0.0,0.0
2019,8,NCCM,Pre-CAS,1.0,5,1.0,0.2,0.0
2019,8,NCNC,Pre-CAS,0.0,10,3.0,0.3,0.0
2019,8,NCNC,Pre-CAS,1.0,3,0.0,0.0,0.0
2019,8,NEOR,Pre-CAS,0.0,5,1.0,0.2,0.0
2019,8,NEOR,Pre-CAS,1.0,2,0.0,0.0,0.0
2019,8,NJTO,Pre-CAS,0.0,17,2.0,0.11764705882352941,0.0
2019,8,NMOP,Pre-CAS,0.0,4,0.0,0.0,0.0
2019,8,NMOP,Pre-CAS,1.0,3,0.0,0.0,0.0
2019,8,NVLV,Pre-CAS,0.0,11,4.0,0.36363636363636365,0.0
2019,8,NVLV,Pre-CAS,1.0,1,1.0,1.0,0.0
2019,8,NYAP,Pre-CAS,0.0,3,0.0,0.0,0.0
2019,8,NYAP,Pre-CAS,1.0,3,0.0,0.0,0.0
2019,8,NYFL,Pre-CAS,0.0,3,1.0,0.3333333333333333,0.0
2019,8,NYFL,Pre-CAS,1.0,2,0.0,0.0,0.0
2019,8,NYRT,Pre-CAS,0.0,14,2.0,0.14285714285714285,0.0
2019,8,NYRT,Pre-CAS,1.0,11,0.0,0.0,0.0
2019,8,NYWN,Pre-CAS,0.0,5,2.0,0.4,0.0
2019,8,NYWN,Pre-CAS,1.0,1,0.0,0.0,0.0
2019,8,OHLB,Pre-CAS,0.0,13,9.0,0.6923076923076923,1.0
2019,8,OHLB,Pre-CAS,1.0,5,0.0,0.0,1.0
2019,8,OHLC,Pre-CAS,0.0,5,1.0,0.2,0.0
2019,8,OHLC,Pre-CAS,1.0,1,0.0,0.0,0.0
2019,8,OHLP,Pre-CAS,0.0,9,1.0,0.1111111111111111,0.0
2019,8,OHLP,Pre-CAS,1.0,4,0.0,0.0,0.0
2019,8,OHOV,Pre-CAS,0.0,5,3.0,0.6,0.0
2019,8,OHOV,Pre-CAS,1.0,3,0.0,0.0,0.0
2019,8,OKOP,Pre-CAS,0.0,6,2.0,0.3333333333333333,0.0
2019,8,OKOP,Pre-CAS,1.0,10,0.0,0.0,0.0
2019,8,ORUO,Pre-CAS,0.0,6,0.0,0.0,0.0
2019,8,ORUO,Pre-CAS,1.0,2,0.0,0.0,0.0
2019,8,PADV,Pre-CAS,0.0,49,9.0,0.1836734693877551,0.0
2019,8,PADV,Pre-CAS,1.0,11,1.0,0.09090909090909091,0.0
2019,8,PATF,Pre-CAS,0.0,12,6.0,0.5,1.0
2019,8,PATF,Pre-CAS,1.0,7,0.0,0.0,1.0
2019,8,PRLL,Pre-CAS,0.0,7,0.0,0.0,0.0
2019,8,SCOP,Pre-CAS,0.0,13,7.0,0.5384615384615384,0.0
2019,8,SCOP,Pre-CAS,1.0,1,0.0,0.0,0.0
2019,8,TNDS,Pre-CAS,0.0,20,7.0,0.35,0.0
2019,8,TNDS,Pre-CAS,1.0,3,0.0,0.0,0.0
2019,8,TNMS,Pre-CAS,0.0,4,1.0,0.25,0.0
2019,8,TXGC,Pre-CAS,0.0,21,2.0,0.09523809523809523,0.0
2019,8,TXGC,Pre-CAS,1.0,8,0.0,0.0,0.0
2019,8,TXSA,Pre-CAS,0.0,16,7.0,0.4375,0.0
2019,8,TXSA,Pre-CAS,1.0,2,0.0,0.0,0.0
2019,8,TXSB,Pre-CAS,0.0,24,11.0,0.4583333333333333,0.0
2019,8,TXSB,Pre-CAS,1.0,5,2.0,0.4,0.0
2019,8,UTOP,Pre-CAS,0.0,7,3.0,0.42857142857142855,1.0
2019,8,UTOP,Pre-CAS,1.0,5,0.0,0.0,1.0
2019,8,VATB,Pre-CAS,0.0,14,4.0,0.2857142857142857,0.0
2019,8,VATB,Pre-CAS,1.0,3,0.0,0.0,0.0
2019,8,WALC,Pre-CAS,0.0,30,11.0,0.36666666666666664,0.0
2019,8,WALC,Pre-CAS,1.0,5,0.0,0.0,0.0
2019,8,WIDN,Pre-CAS,0.0,10,3.0,0.3,0.0
2019,8,WIDN,Pre-CAS,1.0,2,1.0,0.5,0.0
2019,8,WIUW,Pre-CAS,0.0,10,5.0,0.5,0.0
2019,8,WIUW,Pre-CAS,1.0,5,1.0,0.2,0.0
2019,9,ALOB,Pre-CAS,0.0,15,3.0,0.2,1.0
2019,9,ALOB,Pre-CAS,1.0,1,0.0,0.0,1.0
2019,9,AROR,Pre-CAS,0.0,3,0.0,0.0,0.0
2019,9,AROR,Pre-CAS,1.0,1,0.0,0.0,0.0
2019,9,AZOB,Pre-CAS,0.0,15,5.0,0.3333333333333333,0.0
2019,9,AZOB,Pre-CAS,1.0,4,1.0,0.25,0.0
2019,9,CADN,Pre-CAS,0.0,30,12.0,0.4,1.0
2019,9,CADN,Pre-CAS,1.0,6,0.0,0.0,1.0
2019,9,CAGS,Pre-CAS,0.0,5,0.0,0.0,0.0
2019,9,CAOP,Pre-CAS,0.0,42,14.0,0.3333333333333333,1.0
2019,9,CAOP,Pre-CAS,1.0,15,1.0,0.06666666666666667,1.0
2019,9,CASD,Pre-CAS,0.0,5,0.0,0.0,0.0
2019,9,CASD,Pre-CAS,1.0,3,0.0,0.0,0.0
2019,9,CORS,Pre-CAS,0.0,8,5.0,0.625,1.0
2019,9,CORS,Pre-CAS,1.0,3,0.0,0.0,1.0
2019,9,DCTC,Pre-CAS,0.0,8,4.0,0.5,0.0
2019,9,DCTC,Pre-CAS,1.0,2,0.0,0.0,0.0
2019,9,FLFH,Pre-CAS,0.0,11,2.0,0.18181818181818182,0.0
2019,9,FLFH,Pre-CAS,1.0,9,1.0,0.1111111111111111,0.0
2019,9,FLMP,Pre-CAS,0.0,9,1.0,0.1111111111111111,0.0
2019,9,FLMP,Pre-CAS,1.0,3,1.0,0.3333333333333333,0.0
2019,9,FLUF,Pre-CAS,0.0,15,1.0,0.06666666666666667,0.0
2019,9,FLUF,Pre-CAS,1.0,3,0.0,0.0,0.0
2019,9,FLWC,Pre-CAS,0.0,14,3.0,0.21428571428571427,0.0
2019,9,FLWC,Pre-CAS,1.0,5,0.0,0.0,0.0
2019,9,GALL,Pre-CAS,0.0,27,13.0,0.48148148148148145,0.0
2019,9,GALL,Pre-CAS,1.0,2,1.0,0.5,0.0
2019,9,HIOP,Pre-CAS,1.0,2,0.0,0.0,0.0
2019,9,IAOP,Pre-CAS,0.0,5,2.0,0.4,0.0
2019,9,IAOP,Pre-CAS,1.0,2,0.0,0.0,0.0
2019,9,ILIP,Pre-CAS,0.0,29,5.0,0.1724137931034483,0.0
2019,9,ILIP,Pre-CAS,1.0,15,0.0,0.0,0.0
2019,9,INOP,Pre-CAS,0.0,10,5.0,0.5,0.0
2019,9,INOP,Pre-CAS,1.0,3,0.0,0.0,0.0
2019,9,KYDA,Pre-CAS,0.0,3,1.0,0.3333333333333333,0.0
2019,9,KYDA,Pre-CAS,1.0,4,1.0,0.25,0.0
2019,9,LAOP,Pre-CAS,0.0,17,3.0,0.17647058823529413,1.0
2019,9,LAOP,Pre-CAS,1.0,2,0.0,0.0,1.0
2019,9,MAOB,Pre-CAS,0.0,18,3.0,0.16666666666666666,0.0
2019,9,MAOB,Pre-CAS,1.0,11,0.0,0.0,0.0
2019,9,MDPC,Pre-CAS,0.0,12,4.0,0.3333333333333333,0.0
2019,9,MDPC,Pre-CAS,1.0,1,0.0,0.0,0.0
2019,9,MIOP,Pre-CAS,0.0,22,6.0,0.2727272727272727,1.0
2019,9,MIOP,Pre-CAS,1.0,13,1.0,0.07692307692307693,1.0
2019,9,MNOP,Pre-CAS,0.0,11,3.0,0.2727272727272727,0.0
2019,9,MNOP,Pre-CAS,1.0,3,0.0,0.0,0.0
2019,9,MOMA,Pre-CAS,0.0,17,7.0,0.4117647058823529,1.0
2019,9,MOMA,Pre-CAS,1.0,6,0.0,0.0,1.0
2019,9,MSOP,Pre-CAS,0.0,6,1.0,0.16666666666666666,1.0
2019,9,MWOB,Pre-CAS,0.0,18,11.0,0.6111111111111112,0.0
2019,9,MWOB,Pre-CAS,1.0,6,1.0,0.16666666666666666,0.0
2019,9,NCCM,Pre-CAS,0.0,5,2.0,0.4,0.0
2019,9,NCCM,Pre-CAS,1.0,3,0.0,0.0,0.0
2019,9,NCNC,Pre-CAS,0.0,16,4.0,0.25,0.0
2019,9,NCNC,Pre-CAS,1.0,7,0.0,0.0,0.0
2019,9,NEOR,Pre-CAS,0.0,4,0.0,0.0,0.0
2019,9,NJTO,Pre-CAS,0.0,17,2.0,0.11764705882352941,0.0
2019,9,NJTO,Pre-CAS,1.0,6,0.0,0.0,0.0
2019,9,NMOP,Pre-CAS,0.0,3,0.0,0.0,0.0
2019,9,NMOP,Pre-CAS,1.0,2,0.0,0.0,0.0
2019,9,NVLV,Pre-CAS,0.0,10,4.0,0.4,0.0
2019,9,NVLV,Pre-CAS,1.0,4,0.0,0.0,0.0
2019,9,NYAP,Pre-CAS,0.0,5,1.0,0.2,0.0
2019,9,NYAP,Pre-CAS,1.0,3,0.0,0.0,0.0
2019,9,NYFL,Pre-CAS,1.0,1,0.0,0.0,0.0
2019,9,NYRT,Pre-CAS,0.0,26,10.0,0.38461538461538464,0.0
2019,9,NYRT,Pre-CAS,1.0,3,0.0,0.0,0.0
2019,9,NYWN,Pre-CAS,0.0,2,0.0,0.0,0.0
2019,9,OHLB,Pre-CAS,0.0,8,2.0,0.25,1.0
2019,9,OHLB,Pre-CAS,1.0,2,0.0,0.0,1.0
2019,9,OHLC,Pre-CAS,0.0,4,1.0,0.25,0.0
2019,9,OHLC,Pre-CAS,1.0,1,0.0,0.0,0.0
2019,9,OHLP,Pre-CAS,0.0,10,1.0,0.1,0.0
2019,9,OHLP,Pre-CAS,1.0,3,0.0,0.0,0.0
2019,9,OHOV,Pre-CAS,0.0,5,3.0,0.6,0.0
2019,9,OHOV,Pre-CAS,1.0,2,0.0,0.0,0.0
2019,9,OKOP,Pre-CAS,0.0,9,3.0,0.3333333333333333,0.0
2019,9,OKOP,Pre-CAS,1.0,8,0.0,0.0,0.0
2019,9,ORUO,Pre-CAS,0.0,9,1.0,0.1111111111111111,0.0
2019,9,ORUO,Pre-CAS,1.0,6,1.0,0.16666666666666666,0.0
2019,9,PADV,Pre-CAS,0.0,46,10.0,0.21739130434782608,0.0
2019,9,PADV,Pre-CAS,1.0,15,0.0,0.0,0.0
2019,9,PATF,Pre-CAS,0.0,25,5.0,0.2,1.0
2019,9,PATF,Pre-CAS,1.0,8,2.0,0.25,1.0
2019,9,PRLL,Pre-CAS,0.0,7,0.0,0.0,0.0
2019,9,SCOP,Pre-CAS,0.0,11,2.0,0.18181818181818182,0.0
2019,9,SCOP,Pre-CAS,1.0,2,0.0,0.0,0.0
2019,9,TNDS,Pre-CAS,0.0,14,3.0,0.21428571428571427,0.0
2019,9,TNDS,Pre-CAS,1.0,10,0.0,0.0,0.0
2019,9,TNMS,Pre-CAS,0.0,4,0.0,0.0,0.0
2019,9,TXGC,Pre-CAS,0.0,22,2.0,0.09090909090909091,0.0
2019,9,TXGC,Pre-CAS,1.0,8,0.0,0.0,0.0
2019,9,TXSA,Pre-CAS,0.0,17,6.0,0.35294117647058826,0.0
2019,9,TXSA,Pre-CAS,1.0,3,0.0,0.0,0.0
2019,9,TXSB,Pre-CAS,0.0,26,6.0,0.23076923076923078,0.0
2019,9,TXSB,Pre-CAS,1.0,9,2.0,0.2222222222222222,0.0
2019,9,UTOP,Pre-CAS,0.0,7,1.0,0.14285714285714285,1.0
2019,9,UTOP,Pre-CAS,1.0,2,0.0,0.0,1.0
2019,9,VATB,Pre-CAS,0.0,10,5.0,0.5,0.0
2019,9,VATB,Pre-CAS,1.0,4,0.0,0.0,0.0
2019,9,WALC,Pre-CAS,0.0,23,4.0,0.17391304347826086,0.0
2019,9,WALC,Pre-CAS,1.0,8,0.0,0.0,0.0
2019,9,WIDN,Pre-CAS,0.0,5,2.0,0.4,0.0
2019,9,WIDN,Pre-CAS,1.0,5,1.0,0.2,0.0
2019,9,WIUW,Pre-CAS,0.0,12,4.0,0.3333333333333333,0.0
2019,9,WIUW,Pre-CAS,1.0,2,1.0,0.5,0.0
2019,10,ALOB,Pre-CAS,0.0,12,1.0,0.08333333333333333,1.0
2019,10,ALOB,Pre-CAS,1.0,4,0.0,0.0,1.0
2019,10,AROR,Pre-CAS,0.0,3,0.0,0.0,0.0
2019,10,AROR,Pre-CAS,1.0,1,0.0,0.0,0.0
2019,10,AZOB,Pre-CAS,0.0,19,8.0,0.42105263157894735,0.0
2019,10,AZOB,Pre-CAS,1.0,5,1.0,0.2,0.0
2019,10,CADN,Pre-CAS,0.0,24,4.0,0.16666666666666666,1.0
2019,10,CADN,Pre-CAS,1.0,10,0.0,0.0,1.0
2019,10,CAGS,Pre-CAS,0.0,5,2.0,0.4,0.0
2019,10,CAGS,Pre-CAS,1.0,2,0.0,0.0,0.0
2019,10,CAOP,Pre-CAS,0.0,35,12.0,0.34285714285714286,1.0
2019,10,CAOP,Pre-CAS,1.0,7,1.0,0.14285714285714285,1.0
2019,10,CASD,Pre-CAS,0.0,8,4.0,0.5,0.0
2019,10,CASD,Pre-CAS,1.0,4,0.0,0.0,0.0
2019,10,CORS,Pre-CAS,0.0,6,0.0,0.0,1.0
2019,10,CORS,Pre-CAS,1.0,5,0.0,0.0,1.0
2019,10,DCTC,Pre-CAS,0.0,11,5.0,0.45454545454545453,0.0
2019,10,DCTC,Pre-CAS,1.0,2,0.0,0.0,0.0
2019,10,FLFH,Pre-CAS,0.0,11,1.0,0.09090909090909091,0.0
2019,10,FLFH,Pre-CAS,1.0,4,1.0,0.25,0.0
2019,10,FLMP,Pre-CAS,0.0,8,4.0,0.5,0.0
2019,10,FLMP,Pre-CAS,1.0,2,0.0,0.0,0.0
2019,10,FLUF,Pre-CAS,0.0,14,4.0,0.2857142857142857,0.0
2019,10,FLUF,Pre-CAS,1.0,2,0.0,0.0,0.0
2019,10,FLWC,Pre-CAS,0.0,12,3.0,0.25,0.0
2019,10,FLWC,Pre-CAS,1.0,5,0.0,0.0,0.0
2019,10,GALL,Pre-CAS,0.0,22,8.0,0.36363636363636365,0.0
2019,10,GALL,Pre-CAS,1.0,2,1.0,0.5,0.0
2019,10,HIOP,Pre-CAS,0.0,1,0.0,0.0,0.0
2019,10,IAOP,Pre-CAS,0.0,4,1.0,0.25,0.0
2019,10,IAOP,Pre-CAS,1.0,1,0.0,0.0,0.0
2019,10,ILIP,Pre-CAS,0.0,25,4.0,0.16,0.0
2019,10,ILIP,Pre-CAS,1.0,6,0.0,0.0,0.0
2019,10,INOP,Pre-CAS,0.0,20,5.0,0.25,0.0
2019,10,INOP,Pre-CAS,1.0,3,0.0,0.0,0.0
2019,10,KYDA,Pre-CAS,0.0,3,0.0,0.0,0.0
2019,10,KYDA,Pre-CAS,1.0,3,0.0,0.0,0.0
2019,10,LAOP,Pre-CAS,0.0,18,6.0,0.3333333333333333,1.0
2019,10,LAOP,Pre-CAS,1.0,2,0.0,0.0,1.0
2019,10,MAOB,Pre-CAS,0.0,19,8.0,0.42105263157894735,0.0
2019,10,MAOB,Pre-CAS,1.0,8,0.0,0.0,0.0
2019,10,MDPC,Pre-CAS,0.0,11,3.0,0.2727272727272727,0.0
2019,10,MDPC,Pre-CAS,1.0,3,0.0,0.0,0.0
2019,10,MIOP,Pre-CAS,0.0,20,12.0,0.6,1.0
2019,10,MIOP,Pre-CAS,1.0,4,1.0,0.25,1.0
2019,10,MNOP,Pre-CAS,0.0,11,2.0,0.18181818181818182,0.0
2019,10,MNOP,Pre-CAS,1.0,4,0.0,0.0,0.0
2019,10,MOMA,Pre-CAS,0.0,19,5.0,0.2631578947368421,1.0
2019,10,MOMA,Pre-CAS,1.0,11,1.0,0.09090909090909091,1.0
2019,10,MSOP,Pre-CAS,0.0,5,1.0,0.2,1.0
2019,10,MWOB,Pre-CAS,0.0,8,3.0,0.375,0.0
2019,10,MWOB,Pre-CAS,1.0,6,0.0,0.0,0.0
2019,10,NCCM,Pre-CAS,0.0,13,9.0,0.6923076923076923,0.0
2019,10,NCCM,Pre-CAS,1.0,1,1.0,1.0,0.0
2019,10,NCNC,Pre-CAS,0.0,13,2.0,0.15384615384615385,0.0
2019,10,NCNC,Pre-CAS,1.0,2,0.0,0.0,0.0
2019,10,NEOR,Pre-CAS,0.0,3,0.0,0.0,0.0
2019,10,NEOR,Pre-CAS,1.0,1,0.0,0.0,0.0
2019,10,NJTO,Pre-CAS,0.0,9,4.0,0.4444444444444444,0.0
2019,10,NJTO,Pre-CAS,1.0,6,1.0,0.16666666666666666,0.0
2019,10,NMOP,Pre-CAS,0.0,6,1.0,0.16666666666666666,0.0
2019,10,NMOP,Pre-CAS,1.0,1,0.0,0.0,0.0
2019,10,NVLV,Pre-CAS,0.0,8,4.0,0.5,0.0
2019,10,NVLV,Pre-CAS,1.0,2,0.0,0.0,0.0
2019,10,NYAP,Pre-CAS,0.0,2,1.0,0.5,0.0
2019,10,NYFL,Pre-CAS,0.0,3,0.0,0.0,0.0
2019,10,NYFL,Pre-CAS,1.0,4,0.0,0.0,0.0
2019,10,NYRT,Pre-CAS,0.0,22,4.0,0.18181818181818182,0.0
2019,10,NYRT,Pre-CAS,1.0,4,0.0,0.0,0.0
2019,10,NYWN,Pre-CAS,0.0,3,1.0,0.3333333333333333,0.0
2019,10,OHLB,Pre-CAS,0.0,10,2.0,0.2,1.0
2019,10,OHLB,Pre-CAS,1.0,2,0.0,0.0,1.0
2019,10,OHLC,Pre-CAS,0.0,9,3.0,0.3333333333333333,0.0
2019,10,OHLC,Pre-CAS,1.0,3,0.0,0.0,0.0
2019,10,OHLP,Pre-CAS,0.0,9,0.0,0.0,0.0
2019,10,OHLP,Pre-CAS,1.0,4,0.0,0.0,0.0
2019,10,OHOV,Pre-CAS,0.0,2,1.0,0.5,0.0
2019,10,OHOV,Pre-CAS,1.0,3,1.0,0.3333333333333333,0.0
2019,10,OKOP,Pre-CAS,0.0,8,1.0,0.125,0.0
2019,10,OKOP,Pre-CAS,1.0,5,1.0,0.2,0.0
2019,10,ORUO,Pre-CAS,0.0,6,3.0,0.5,0.0
2019,10,ORUO,Pre-CAS,1.0,2,0.0,0.0,0.0
2019,10,PADV,Pre-CAS,0.0,36,7.0,0.19444444444444445,0.0
2019,10,PADV,Pre-CAS,1.0,18,0.0,0.0,0.0
2019,10,PATF,Pre-CAS,0.0,13,6.0,0.46153846153846156,1.0
2019,10,PATF,Pre-CAS,1.0,7,1.0,0.14285714285714285,1.0
2019,10,PRLL,Pre-CAS,0.0,6,0.0,0.0,0.0
2019,10,SCOP,Pre-CAS,0.0,8,2.0,0.25,0.0
2019,10,SCOP,Pre-CAS,1.0,5,0.0,0.0,0.0
2019,10,TNDS,Pre-CAS,0.0,21,8.0,0.38095238095238093,0.0
2019,10,TNDS,Pre-CAS,1.0,8,1.0,0.125,0.0
2019,10,TNMS,Pre-CAS,0.0,1,0.0,0.0,0.0
2019,10,TXGC,Pre-CAS,0.0,36,15.0,0.4166666666666667,0.0
2019,10,TXGC,Pre-CAS,1.0,7,0.0,0.0,0.0
2019,10,TXSA,Pre-CAS,0.0,17,3.0,0.17647058823529413,0.0
2019,10,TXSA,Pre-CAS,1.0,4,0.0,0.0,0.0
2019,10,TXSB,Pre-CAS,0.0,30,8.0,0.26666666666666666,0.0
2019,10,TXSB,Pre-CAS,1.0,8,0.0,0.0,0.0
2019,10,UTOP,Pre-CAS,0.0,4,0.0,0.0,1.0
2019,10,UTOP,Pre-CAS,1.0,2,0.0,0.0,1.0
2019,10,VATB,Pre-CAS,0.0,15,5.0,0.3333333333333333,0.0
2019,10,WALC,Pre-CAS,0.0,12,2.0,0.16666666666666666,0.0
2019,10,WALC,Pre-CAS,1.0,8,0.0,0.0,0.0
2019,10,WIDN,Pre-CAS,0.0,4,1.0,0.25,0.0
2019,10,WIDN,Pre-CAS,1.0,3,1.0,0.3333333333333333,0.0
2019,10,WIUW,Pre-CAS,0.0,9,2.0,0.2222222222222222,0.0
2019,10,WIUW,Pre-CAS,1.0,4,0.0,0.0,0.0
2019,11,ALOB,Pre-CAS,0.0,15,4.0,0.26666666666666666,1.0
2019,11,ALOB,Pre-CAS,1.0,3,0.0,0.0,1.0
2019,11,AROR,Pre-CAS,0.0,6,1.0,0.16666666666666666,0.0
2019,11,AZOB,Pre-CAS,0.0,11,5.0,0.45454545454545453,0.0
2019,11,AZOB,Pre-CAS,1.0,7,0.0,0.0,0.0
2019,11,CADN,Pre-CAS,0.0,26,3.0,0.11538461538461539,1.0
2019,11,CADN,Pre-CAS,1.0,6,0.0,0.0,1.0
2019,11,CAGS,Pre-CAS,0.0,8,0.0,0.0,0.0
2019,11,CAOP,Pre-CAS,0.0,28,5.0,0.17857142857142858,1.0
2019,11,CAOP,Pre-CAS,1.0,10,1.0,0.1,1.0
2019,11,CASD,Pre-CAS,0.0,3,0.0,0.0,0.0
2019,11,CASD,Pre-CAS,1.0,7,0.0,0.0,0.0
2019,11,CORS,Pre-CAS,0.0,12,5.0,0.4166666666666667,1.0
2019,11,CORS,Pre-CAS,1.0,4,0.0,0.0,1.0
2019,11,DCTC,Pre-CAS,0.0,7,3.0,0.42857142857142855,0.0
2019,11,DCTC,Pre-CAS,1.0,5,0.0,0.0,0.0
